"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate
	"60-64 years "	"60-64"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	1037	9977506	10.4
	"60-64 years "	"60-64"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by smoke, fire and flames"	"X76"	18	9977506	Unreliable
	"60-64 years "	"60-64"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by sharp object"	"X78"	74	9977506	0.7
	"60-64 years "	"60-64"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by jumping from a high place"	"X80"	58	9977506	0.6
	"60-64 years "	"60-64"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by jumping or lying before moving object"	"X81"	32	9977506	0.3
	"60-64 years "	"60-64"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by crashing of motor vehicle"	"X82"	10	9977506	Unreliable
	"60-64 years "	"60-64"	"Male"	"M"	"2021 (provisional)"	"2021"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	12	9977506	Unreliable
	"60-64 years "	"60-64"	"Male"	"M"	"2021 (provisional)"	"2021"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	116	9977506	1.2
	"60-64 years "	"60-64"	"Male"	"M"	"2021 (provisional)"	"2021"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	65	9977506	0.7
	"60-64 years "	"60-64"	"Male"	"M"	"2021 (provisional)"	"2021"	"Sequelae of assault"	"Y87.1"	16	9977506	Unreliable
"Total"	"60-64 years "	"60-64"	"Male"	"M"	"2021 (provisional)"	"2021"			16945	9977506	169.8
"Total"	"60-64 years "	"60-64"	"Male"	"M"					16945	9977506	169.8
"Total"	"60-64 years "	"60-64"							24044	20800578	115.6
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	173	9483316	1.8
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	238	9483316	2.5
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	11	9483316	Unreliable
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	22	9483316	0.2
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use"	"F15.1"	12	9483316	Unreliable
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	22	9483316	0.2
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	11	9483316	Unreliable
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Alcoholic fatty liver"	"K70.0"	22	9483316	0.2
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Alcoholic hepatitis"	"K70.1"	41	9483316	0.4
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Alcoholic cirrhosis of liver"	"K70.3"	890	9483316	9.4
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Alcoholic hepatic failure"	"K70.4"	62	9483316	0.7
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Alcoholic liver disease, unspecified"	"K70.9"	88	9483316	0.9
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Primary biliary cirrhosis"	"K74.3"	49	9483316	0.5
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Biliary cirrhosis, unspecified"	"K74.5"	11	9483316	Unreliable
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Other and unspecified cirrhosis of liver"	"K74.6"	1422	9483316	15.0
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	21	9483316	0.2
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	142	9483316	1.5
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	391	9483316	4.1
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	448	9483316	4.7
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to alcohol"	"X45"	51	9483316	0.5
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	34	9483316	0.4
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	14	9483316	Unreliable
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	117	9483316	1.2
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	17	9483316	Unreliable
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	93	9483316	1.0
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-harm by drowning and submersion"	"X71"	20	9483316	0.2
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-harm by handgun discharge"	"X72"	70	9483316	0.7
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	150	9483316	1.6
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-harm by sharp object"	"X78"	20	9483316	0.2
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-harm by jumping from a high place"	"X80"	15	9483316	Unreliable
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	11	9483316	Unreliable
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	12	9483316	Unreliable
	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	26	9483316	0.3
"Total"	"65-69 years"	"65-69"	"Female"	"F"	"2021 (provisional)"	"2021"			4823	9483316	50.9
"Total"	"65-69 years"	"65-69"	"Female"	"F"					4823	9483316	50.9
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	618	8390351	7.4
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	822	8390351	9.8
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, withdrawal state"	"F10.3"	53	8390351	0.6
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, withdrawal state with delirium"	"F10.4"	11	8390351	Unreliable
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, amnesic syndrome"	"F10.6"	12	8390351	Unreliable
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	43	8390351	0.5
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	101	8390351	1.2
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	11	8390351	Unreliable
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	14	8390351	Unreliable
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	27	8390351	0.3
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use"	"F15.1"	32	8390351	0.4
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"	"F15.9"	20	8390351	0.2
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	61	8390351	0.7
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	16	8390351	Unreliable
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Alcoholic fatty liver"	"K70.0"	34	8390351	0.4
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Alcoholic hepatitis"	"K70.1"	88	8390351	1.0
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Alcoholic cirrhosis of liver"	"K70.3"	2323	8390351	27.7
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Alcoholic hepatic failure"	"K70.4"	158	8390351	1.9
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Alcoholic liver disease, unspecified"	"K70.9"	226	8390351	2.7
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Chronic hepatitis, unspecified"	"K73.9"	10	8390351	Unreliable
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Other and unspecified cirrhosis of liver"	"K74.6"	1988	8390351	23.7
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	18	8390351	Unreliable
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	455	8390351	5.4
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	1350	8390351	16.1
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	913	8390351	10.9
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to alcohol"	"X45"	119	8390351	1.4
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	22	8390351	0.3
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	22	8390351	0.3
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	94	8390351	1.1
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	36	8390351	0.4
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	290	8390351	3.5
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by drowning and submersion"	"X71"	21	8390351	0.3
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by handgun discharge"	"X72"	379	8390351	4.5
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	159	8390351	1.9
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	954	8390351	11.4
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by sharp object"	"X78"	64	8390351	0.8
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by jumping from a high place"	"X80"	58	8390351	0.7
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by jumping or lying before moving object"	"X81"	17	8390351	Unreliable
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	46	8390351	0.5
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	34	8390351	0.4
	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"	"Sequelae of assault"	"Y87.1"	26	8390351	0.3
"Total"	"65-69 years"	"65-69"	"Male"	"M"	"2021 (provisional)"	"2021"			11849	8390351	141.2
"Total"	"65-69 years"	"65-69"	"Male"	"M"					11849	8390351	141.2
"Total"	"65-69 years"	"65-69"							16672	17873667	93.3
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	84	7882542	1.1
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	108	7882542	1.4
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	25	7882542	0.3
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	21	7882542	0.3
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Alcoholic fatty liver"	"K70.0"	12	7882542	Unreliable
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Alcoholic hepatitis"	"K70.1"	27	7882542	0.3
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Alcoholic cirrhosis of liver"	"K70.3"	490	7882542	6.2
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Alcoholic hepatic failure"	"K70.4"	27	7882542	0.3
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Alcoholic liver disease, unspecified"	"K70.9"	54	7882542	0.7
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Primary biliary cirrhosis"	"K74.3"	63	7882542	0.8
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Biliary cirrhosis, unspecified"	"K74.5"	23	7882542	0.3
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Other and unspecified cirrhosis of liver"	"K74.6"	1433	7882542	18.2
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	13	7882542	Unreliable
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	53	7882542	0.7
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	85	7882542	1.1
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	167	7882542	2.1
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to alcohol"	"X45"	18	7882542	Unreliable
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	28	7882542	0.4
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	19	7882542	Unreliable
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	91	7882542	1.2
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	14	7882542	Unreliable
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	54	7882542	0.7
	"70-74 years"	"70-74"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-harm by handgun discharge"	"X72"	47	7882542	0.6
