"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"55-59 years"	"55-59"	"2003"	"2003"	"Alcoholic cirrhosis of liver"	"K70.3"	"Male"	"M"	887	7672601	11.6
	"55-59 years"	"55-59"	"2003"	"2003"	"Alcoholic hepatic failure"	"K70.4"	"Female"	"F"	61	8141956	0.7
	"55-59 years"	"55-59"	"2003"	"2003"	"Alcoholic hepatic failure"	"K70.4"	"Male"	"M"	177	7672601	2.3
	"55-59 years"	"55-59"	"2003"	"2003"	"Alcoholic liver disease, unspecified"	"K70.9"	"Female"	"F"	66	8141956	0.8
	"55-59 years"	"55-59"	"2003"	"2003"	"Alcoholic liver disease, unspecified"	"K70.9"	"Male"	"M"	225	7672601	2.9
	"55-59 years"	"55-59"	"2003"	"2003"	"Primary biliary cirrhosis"	"K74.3"	"Female"	"F"	33	8141956	0.4
	"55-59 years"	"55-59"	"2003"	"2003"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Female"	"F"	493	8141956	6.1
	"55-59 years"	"55-59"	"2003"	"2003"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Male"	"M"	1087	7672601	14.2
	"55-59 years"	"55-59"	"2003"	"2003"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	"Male"	"M"	11	7672601	Unreliable
	"55-59 years"	"55-59"	"2003"	"2003"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Female"	"F"	32	8141956	0.4
	"55-59 years"	"55-59"	"2003"	"2003"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Male"	"M"	43	7672601	0.6
	"55-59 years"	"55-59"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	115	8141956	1.4
	"55-59 years"	"55-59"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	280	7672601	3.6
	"55-59 years"	"55-59"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	197	8141956	2.4
	"55-59 years"	"55-59"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	185	7672601	2.4
	"55-59 years"	"55-59"	"2003"	"2003"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	23	7672601	0.3
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"Female"	"F"	11	8141956	Unreliable
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Female"	"F"	37	8141956	0.5
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Male"	"M"	39	7672601	0.5
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Female"	"F"	22	8141956	0.3
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Male"	"M"	22	7672601	0.3
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	114	8141956	1.4
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	76	7672601	1.0
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Female"	"F"	28	8141956	0.3
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	93	7672601	1.2
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	58	8141956	0.7
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	269	7672601	3.5
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-harm by drowning and submersion"	"X71"	"Female"	"F"	11	8141956	Unreliable
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-harm by drowning and submersion"	"X71"	"Male"	"M"	11	7672601	Unreliable
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-harm by handgun discharge"	"X72"	"Female"	"F"	60	8141956	0.7
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	263	7672601	3.4
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Female"	"F"	12	8141956	Unreliable
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	156	7672601	2.0
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	135	8141956	1.7
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	703	7672601	9.2
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-harm by sharp object"	"X78"	"Female"	"F"	14	8141956	Unreliable
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-harm by sharp object"	"X78"	"Male"	"M"	45	7672601	0.6
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-harm by jumping from a high place"	"X80"	"Female"	"F"	19	8141956	Unreliable
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-harm by jumping from a high place"	"X80"	"Male"	"M"	35	7672601	0.5
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"Male"	"M"	12	7672601	Unreliable
	"55-59 years"	"55-59"	"2003"	"2003"	"Intentional self-harm by unspecified means"	"X84"	"Male"	"M"	13	7672601	Unreliable
	"55-59 years"	"55-59"	"2003"	"2003"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Female"	"F"	18	8141956	Unreliable
	"55-59 years"	"55-59"	"2003"	"2003"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Male"	"M"	52	7672601	0.7
	"55-59 years"	"55-59"	"2003"	"2003"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Female"	"F"	43	8141956	0.5
	"55-59 years"	"55-59"	"2003"	"2003"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Male"	"M"	30	7672601	0.4
	"55-59 years"	"55-59"	"2003"	"2003"	"Sequelae of assault"	"Y87.1"	"Male"	"M"	11	7672601	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	"Female"	"F"	11	8547949	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	"Male"	"M"	43	8059227	0.5
	"55-59 years"	"55-59"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Female"	"F"	49	8547949	0.6
	"55-59 years"	"55-59"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Male"	"M"	214	8059227	2.7
	"55-59 years"	"55-59"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Female"	"F"	112	8547949	1.3
	"55-59 years"	"55-59"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Male"	"M"	522	8059227	6.5
	"55-59 years"	"55-59"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, withdrawal state with delirium"	"F10.4"	"Male"	"M"	12	8059227	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	"Female"	"F"	10	8547949	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	"Male"	"M"	33	8059227	0.4
	"55-59 years"	"55-59"	"2004"	"2004"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	"Male"	"M"	14	8059227	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	"Male"	"M"	10	8059227	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	"Female"	"F"	15	8547949	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	"Male"	"M"	58	8059227	0.7
	"55-59 years"	"55-59"	"2004"	"2004"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	"Male"	"M"	11	8059227	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	"Male"	"M"	12	8059227	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Alcoholic fatty liver"	"K70.0"	"Female"	"F"	10	8547949	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Alcoholic fatty liver"	"K70.0"	"Male"	"M"	19	8059227	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Alcoholic hepatitis"	"K70.1"	"Female"	"F"	33	8547949	0.4
	"55-59 years"	"55-59"	"2004"	"2004"	"Alcoholic hepatitis"	"K70.1"	"Male"	"M"	92	8059227	1.1
	"55-59 years"	"55-59"	"2004"	"2004"	"Alcoholic cirrhosis of liver"	"K70.3"	"Female"	"F"	302	8547949	3.5
	"55-59 years"	"55-59"	"2004"	"2004"	"Alcoholic cirrhosis of liver"	"K70.3"	"Male"	"M"	935	8059227	11.6
	"55-59 years"	"55-59"	"2004"	"2004"	"Alcoholic hepatic failure"	"K70.4"	"Female"	"F"	65	8547949	0.8
	"55-59 years"	"55-59"	"2004"	"2004"	"Alcoholic hepatic failure"	"K70.4"	"Male"	"M"	185	8059227	2.3
	"55-59 years"	"55-59"	"2004"	"2004"	"Alcoholic liver disease, unspecified"	"K70.9"	"Female"	"F"	77	8547949	0.9
	"55-59 years"	"55-59"	"2004"	"2004"	"Alcoholic liver disease, unspecified"	"K70.9"	"Male"	"M"	222	8059227	2.8
	"55-59 years"	"55-59"	"2004"	"2004"	"Primary biliary cirrhosis"	"K74.3"	"Female"	"F"	36	8547949	0.4
	"55-59 years"	"55-59"	"2004"	"2004"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Female"	"F"	468	8547949	5.5
	"55-59 years"	"55-59"	"2004"	"2004"	"Other and unspecified cirrhosis of liver"	"K74.6"	"Male"	"M"	1115	8059227	13.8
	"55-59 years"	"55-59"	"2004"	"2004"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Female"	"F"	34	8547949	0.4
	"55-59 years"	"55-59"	"2004"	"2004"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Male"	"M"	36	8059227	0.4
	"55-59 years"	"55-59"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	164	8547949	1.9
	"55-59 years"	"55-59"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	356	8059227	4.4
	"55-59 years"	"55-59"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	204	8547949	2.4
	"55-59 years"	"55-59"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	222	8059227	2.8
	"55-59 years"	"55-59"	"2004"	"2004"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Female"	"F"	11	8547949	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	13	8059227	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"Female"	"F"	16	8547949	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"Male"	"M"	12	8059227	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Female"	"F"	51	8547949	0.6
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Male"	"M"	36	8059227	0.4
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Female"	"F"	28	8547949	0.3
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Male"	"M"	26	8059227	0.3
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	121	8547949	1.4
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	89	8059227	1.1
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Female"	"F"	23	8547949	0.3
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	79	8059227	1.0
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	77	8547949	0.9
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	292	8059227	3.6
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-harm by drowning and submersion"	"X71"	"Female"	"F"	10	8547949	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-harm by drowning and submersion"	"X71"	"Male"	"M"	13	8059227	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-harm by handgun discharge"	"X72"	"Female"	"F"	54	8547949	0.6
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	254	8059227	3.2
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	173	8059227	2.1
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	120	8547949	1.4
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	674	8059227	8.4
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-harm by sharp object"	"X78"	"Female"	"F"	17	8547949	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-harm by sharp object"	"X78"	"Male"	"M"	38	8059227	0.5
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-harm by jumping from a high place"	"X80"	"Female"	"F"	10	8547949	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-harm by jumping from a high place"	"X80"	"Male"	"M"	33	8059227	0.4
	"55-59 years"	"55-59"	"2004"	"2004"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"Male"	"M"	15	8059227	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	"Female"	"F"	11	8547949	Unreliable
	"55-59 years"	"55-59"	"2004"	"2004"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Female"	"F"	24	8547949	0.3
	"55-59 years"	"55-59"	"2004"	"2004"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Male"	"M"	53	8059227	0.7
	"55-59 years"	"55-59"	"2004"	"2004"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Female"	"F"	55	8547949	0.6
	"55-59 years"	"55-59"	"2004"	"2004"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Male"	"M"	26	8059227	0.3
	"55-59 years"	"55-59"	"2004"	"2004"	"Sequelae of assault"	"Y87.1"	"Male"	"M"	11	8059227	Unreliable
	"55-59 years"	"55-59"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	"Female"	"F"	16	9007859	Unreliable
	"55-59 years"	"55-59"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	"Male"	"M"	43	8495361	0.5
	"55-59 years"	"55-59"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Female"	"F"	62	9007859	0.7
	"55-59 years"	"55-59"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	"Male"	"M"	253	8495361	3.0
	"55-59 years"	"55-59"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Female"	"F"	119	9007859	1.3
	"55-59 years"	"55-59"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Male"	"M"	525	8495361	6.2
	"55-59 years"	"55-59"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, withdrawal state with delirium"	"F10.4"	"Male"	"M"	14	8495361	Unreliable
	"55-59 years"	"55-59"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	"Female"	"F"	14	9007859	Unreliable
	"55-59 years"	"55-59"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	"Male"	"M"	34	8495361	0.4
	"55-59 years"	"55-59"	"2005"	"2005"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	"Male"	"M"	23	8495361	0.3
	"55-59 years"	"55-59"	"2005"	"2005"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	"Male"	"M"	14	8495361	Unreliable
	"55-59 years"	"55-59"	"2005"	"2005"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	"Female"	"F"	16	9007859	Unreliable
	"55-59 years"	"55-59"	"2005"	"2005"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	"Male"	"M"	74	8495361	0.9
